,gender,age,age_o,d_d_age,race,race_o,samerace,d_importance_same_race,d_importance_same_religion,field,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,match
10,0,24.0,22.0,1,0,0,1,1,1,1,2,0,0,2,0,0,1,1,2,1,1,0,2,0,2,1,0,0,1,0,2,1,0,1,0,1,1,2,1,0,0,1,2,1,1,0,0,1,2,0,2,1,1,1,0,0,0.18,0
11,0,24.0,22.0,1,0,3,0,1,1,1,1,1,1,1,0,0,2,2,2,2,2,2,2,0,2,1,0,0,1,0,2,1,0,0,1,2,1,0,0,0,0,1,2,1,1,0,0,1,2,0,2,1,1,1,0,0,0.1,0
12,0,24.0,23.0,0,0,0,1,1,1,1,2,0,0,2,0,0,2,2,2,2,2,2,2,0,2,1,0,0,1,0,2,1,0,1,2,1,1,0,1,0,0,1,2,1,1,0,0,1,2,0,2,1,1,1,0,0,-0.21,1
13,0,24.0,24.0,0,0,1,0,1,1,1,2,0,1,0,0,1,2,2,2,2,1,1,2,0,2,1,0,0,1,0,2,1,0,1,1,1,2,1,1,0,0,1,2,1,1,0,0,1,2,0,2,1,1,1,0,0,0.32,0
14,0,24.0,25.0,0,0,0,1,1,1,1,2,0,2,0,0,0,1,1,1,0,1,1,2,0,2,1,0,0,1,0,2,1,0,1,1,1,0,1,0,0,0,1,2,1,1,0,0,1,2,0,2,1,1,1,0,0,0.73,0
15,0,24.0,30.0,2,0,0,1,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,0,2,1,0,1,0,2,1,1,2,0,0,1,2,1,1,0,0,1,2,0,2,1,1,1,0,0,0.6,0
16,0,24.0,27.0,1,0,0,1,1,1,1,2,0,0,0,0,2,1,1,1,1,1,0,2,0,2,1,0,0,1,0,2,1,0,0,1,1,0,2,0,0,0,1,2,1,1,0,0,1,2,0,2,1,1,1,0,0,0.07,0
17,0,24.0,28.0,2,0,0,1,1,1,1,2,0,2,0,0,0,1,1,2,2,1,1,2,0,2,1,0,0,1,0,2,1,0,1,1,1,2,0,0,0,0,1,2,1,1,0,0,1,2,0,2,1,1,1,0,0,0.11,1
18,0,24.0,24.0,0,0,0,1,1,1,1,2,0,0,0,0,0,1,0,1,1,2,1,2,0,2,1,0,0,1,0,2,1,0,1,1,1,1,2,1,0,0,1,2,1,1,0,0,1,2,0,2,1,1,1,0,0,0.39,0
19,0,25.0,27.0,1,0,0,1,2,1,23,2,1,1,1,0,0,1,1,1,0,1,0,2,0,2,0,0,0,1,2,1,2,1,1,2,2,1,1,2,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,-0.24,0
20,0,25.0,22.0,1,0,0,1,2,1,23,2,0,0,2,0,0,1,1,2,1,1,0,2,0,2,0,0,0,1,2,1,2,1,2,1,2,1,2,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,-0.14,0
21,0,25.0,22.0,1,0,3,0,2,1,23,1,1,1,1,0,0,2,2,2,2,2,2,2,0,2,0,0,0,1,2,1,2,1,1,2,2,1,2,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0.09,0
22,0,25.0,23.0,1,0,0,1,2,1,23,2,0,0,2,0,0,1,2,1,1,1,1,2,0,2,0,0,0,1,2,1,2,1,2,1,2,1,2,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,-0.04,0
23,0,25.0,24.0,0,0,1,0,2,1,23,2,0,1,0,0,1,1,2,1,1,0,0,2,0,2,0,0,0,1,2,1,2,1,2,2,2,2,2,2,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,-0.14,0
24,0,25.0,25.0,0,0,0,1,2,1,23,2,0,2,0,0,0,1,1,1,1,1,1,2,0,2,0,0,0,1,2,1,2,1,1,2,2,1,2,2,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,-0.3,0
25,0,25.0,30.0,2,0,0,1,2,1,23,2,0,2,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,1,2,1,2,1,1,2,2,1,1,2,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,-0.26,0
26,0,25.0,27.0,1,0,0,1,2,1,23,2,0,0,0,0,2,0,0,1,0,1,0,2,0,2,0,0,0,1,2,1,2,1,1,2,2,1,2,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0.29,0
27,0,25.0,28.0,1,0,0,1,2,1,23,2,0,2,0,0,0,1,1,1,1,1,1,2,0,2,0,0,0,1,2,1,2,1,2,2,2,2,2,2,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,-0.15,0
28,0,25.0,24.0,0,0,0,1,2,1,23,2,0,0,0,0,0,0,1,1,0,1,1,2,0,2,0,0,0,1,2,1,2,1,1,1,2,1,2,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,-0.47,0
29,0,23.0,27.0,2,0,0,1,0,0,1,2,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,2,1,1,0,2,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,-0.18,0
30,0,23.0,22.0,0,0,0,1,0,0,1,2,0,0,2,0,0,1,0,2,1,1,0,1,1,1,1,0,0,1,1,2,1,1,1,1,1,2,1,1,0,0,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,-0.18,0
31,0,23.0,22.0,0,0,3,0,0,0,1,1,1,1,1,0,0,2,2,2,2,2,2,1,1,1,1,0,0,1,1,2,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,0.05,0
32,0,23.0,23.0,0,0,0,1,0,0,1,2,0,0,2,0,0,1,1,1,2,2,2,1,1,1,1,0,0,1,1,2,1,1,1,2,1,2,1,2,0,0,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,-0.18,1
33,0,23.0,24.0,0,0,1,0,0,0,1,2,0,1,0,0,1,1,1,2,1,1,2,1,1,1,1,0,0,1,1,2,1,1,1,2,1,2,1,2,0,0,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,0.21,0
34,0,23.0,25.0,1,0,0,1,0,0,1,2,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,0,2,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,0.37,0
35,0,23.0,30.0,3,0,0,1,0,0,1,2,0,2,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,2,1,1,1,2,2,1,2,0,0,0,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,0.35,0
36,0,23.0,27.0,2,0,0,1,0,0,1,2,0,0,0,0,2,1,1,1,1,1,0,1,1,1,1,0,0,1,1,2,1,1,0,2,2,0,2,1,0,0,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,0.15,0
37,0,23.0,28.0,2,0,0,1,0,0,1,2,0,2,0,0,0,1,1,1,2,2,2,1,1,1,1,0,0,1,1,2,1,1,2,1,2,2,1,1,0,0,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,-0.47,1
38,0,23.0,24.0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,1,2,2,2,1,1,0,0,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,-0.19,0
39,0,21.0,27.0,2,0,0,1,2,0,1,2,1,1,1,0,0,1,1,1,1,1,1,1,0,2,2,0,0,1,0,1,2,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-0.43,0
40,0,21.0,22.0,0,0,0,1,2,0,1,2,0,0,2,0,0,1,1,2,1,1,0,1,0,2,2,0,0,1,0,1,2,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0,0
41,0,21.0,22.0,0,0,3,0,2,0,1,1,1,1,1,0,0,2,2,2,2,2,2,1,0,2,2,0,0,1,0,1,2,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-0.17,0
42,0,21.0,23.0,1,0,0,1,2,0,1,2,0,0,2,0,0,1,1,1,1,2,2,1,0,2,2,0,0,1,0,1,2,1,1,0,0,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.08,1
43,0,21.0,24.0,1,0,1,0,2,0,1,2,0,1,0,0,1,0,2,2,1,2,0,1,0,2,2,0,0,1,0,1,2,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-0.16,0
44,0,21.0,25.0,2,0,0,1,2,0,1,2,0,2,0,0,0,0,1,1,1,1,1,1,0,2,2,0,0,1,0,1,2,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.06,0
45,0,21.0,30.0,3,0,0,1,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,1,2,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-0.05,0
46,0,21.0,27.0,2,0,0,1,2,0,1,2,0,0,0,0,2,0,0,1,0,0,0,1,0,2,2,0,0,1,0,1,2,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.07,0
47,0,21.0,28.0,3,0,0,1,2,0,1,2,0,2,0,0,0,0,2,2,2,2,1,1,0,2,2,0,0,1,0,1,2,1,1,0,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-0.13,1
48,0,21.0,24.0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,2,1,1,2,0,1,0,2,2,0,0,1,0,1,2,1,2,1,1,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-0.06,0
49,0,23.0,27.0,2,3,0,0,0,0,1,2,1,1,1,0,0,1,2,1,2,1,0,0,2,1,2,0,0,0,1,1,2,0,1,2,1,1,1,1,2,1,2,1,1,1,2,0,1,2,0,0,1,1,0,0,0,0.33,0
50,0,23.0,22.0,0,3,0,0,0,0,1,2,0,0,2,0,0,1,1,2,1,1,1,0,2,1,2,0,0,0,1,1,2,0,1,2,2,1,1,0,2,1,2,1,1,1,2,0,1,2,0,0,1,1,0,0,0,0.37,0
51,0,23.0,22.0,0,3,3,1,0,0,1,1,1,1,1,0,0,2,2,2,2,2,2,0,2,1,2,0,0,0,1,1,2,0,0,1,2,0,0,0,2,1,2,1,1,1,2,0,1,2,0,0,1,1,0,0,0,-0.51,0
52,0,23.0,23.0,0,3,0,0,0,0,1,2,0,0,2,0,0,1,1,1,1,2,1,0,2,1,2,0,0,0,1,1,2,0,1,1,1,1,0,1,2,1,2,1,1,1,2,0,1,2,0,0,1,1,0,0,0,0.12,1
53,0,23.0,24.0,0,3,1,0,0,0,1,2,0,1,0,0,1,2,1,2,1,2,1,0,2,1,2,0,0,0,1,1,2,0,0,0,1,1,0,0,2,1,2,1,1,1,2,0,1,2,0,0,1,1,0,0,0,0.35,0
54,0,23.0,25.0,1,3,0,0,0,0,1,2,0,2,0,0,0,1,1,1,1,1,1,0,2,1,2,0,0,0,1,1,2,0,0,1,1,0,0,0,2,1,2,1,1,1,2,0,1,2,0,0,1,1,0,0,0,0.19,0
55,0,23.0,30.0,3,3,0,0,0,0,1,2,0,2,0,0,0,0,1,1,0,0,0,0,2,1,2,0,0,0,1,1,2,0,1,1,1,1,0,0,2,1,2,1,1,1,2,0,1,2,0,0,1,1,0,0,0,0.47,0
56,0,23.0,27.0,2,3,0,0,0,0,1,2,0,0,0,0,2,1,1,1,1,1,0,0,2,1,2,0,0,0,1,1,2,0,0,1,2,0,1,0,2,1,2,1,1,1,2,0,1,2,0,0,1,1,0,0,0,0.03,0
57,0,23.0,28.0,2,3,0,0,0,0,1,2,0,2,0,0,0,1,1,1,1,1,1,0,2,1,2,0,0,0,1,1,2,0,1,1,1,1,1,2,2,1,2,1,1,1,2,0,1,2,0,0,1,1,0,0,0,0.46,1
58,0,23.0,24.0,0,3,0,0,0,0,1,2,0,0,0,0,0,1,2,2,1,2,1,0,2,1,2,0,0,0,1,1,2,0,1,2,2,2,2,1,2,1,2,1,1,1,2,0,1,2,0,0,1,1,0,0,0,0.43,0
59,0,22.0,27.0,2,3,0,0,1,1,1,2,1,1,1,0,0,1,1,1,1,1,1,0,0,2,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,2,2,2,0,0,1,1,1,2,2,2,2,2,2,0.19,0
60,0,22.0,22.0,0,3,0,0,1,1,1,2,0,0,2,0,0,1,2,2,1,1,0,0,0,2,1,0,0,1,1,0,1,1,1,1,1,0,2,0,0,0,0,2,2,2,0,0,1,1,1,2,2,2,2,2,2,0.21,0
61,0,22.0,22.0,0,3,3,1,1,1,1,1,1,1,1,0,0,2,2,2,2,2,2,0,0,2,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,2,2,2,0,0,1,1,1,2,2,2,2,2,2,0.52,0
62,0,22.0,23.0,0,3,0,0,1,1,1,2,0,0,2,0,0,1,1,2,1,2,2,0,0,2,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,2,2,2,0,0,1,1,1,2,2,2,2,2,2,-0.46,1
63,0,22.0,24.0,1,3,1,0,1,1,1,2,0,1,0,0,1,1,1,2,1,2,0,0,0,2,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,2,2,2,0,0,1,1,1,2,2,2,2,2,2,-0.27,0
64,0,22.0,25.0,1,3,0,0,1,1,1,2,0,2,0,0,0,1,1,1,1,1,1,0,0,2,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,2,2,2,0,0,1,1,1,2,2,2,2,2,2,0.59,0
65,0,22.0,30.0,3,3,0,0,1,1,1,2,0,2,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,2,2,2,0,0,1,1,1,2,2,2,2,2,2,0.31,0
66,0,22.0,27.0,2,3,0,0,1,1,1,2,0,0,0,0,2,1,1,1,1,1,0,0,0,2,1,0,0,1,1,0,1,1,0,1,1,0,2,0,0,0,0,2,2,2,0,0,1,1,1,2,2,2,2,2,2,0.08,0
67,0,22.0,28.0,2,3,0,0,1,1,1,2,0,2,0,0,0,2,1,2,2,2,2,0,0,2,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,2,2,2,0,0,1,1,1,2,2,2,2,2,2,-0.34,1
68,0,22.0,24.0,1,3,0,0,1,1,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,2,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,2,2,2,0,0,1,1,1,2,2,2,2,2,2,-0.16,0
69,0,25.0,27.0,1,0,0,1,0,0,87,2,1,1,1,0,0,1,1,1,1,1,0,0,1,2,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,2,2,2,0,0,2,1,2,2,2,1,1,1,1,-0.03,0
70,0,25.0,22.0,1,0,0,1,0,0,87,2,0,0,2,0,0,1,1,2,1,1,0,0,1,2,1,1,0,1,0,1,1,1,1,1,1,2,1,1,0,0,0,2,2,2,0,0,2,1,2,2,2,1,1,1,1,-0.11,1
71,0,25.0,22.0,1,0,3,0,0,0,87,1,1,1,1,0,0,2,2,2,2,2,2,0,1,2,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,2,2,2,0,0,2,1,2,2,2,1,1,1,1,0.42,1
72,0,25.0,23.0,1,0,0,1,0,0,87,2,0,0,2,0,0,1,1,1,1,1,1,0,1,2,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,2,2,2,0,0,2,1,2,2,2,1,1,1,1,-0.4,1
73,0,25.0,24.0,0,0,1,0,0,0,87,2,0,1,0,0,1,2,2,1,2,0,1,0,1,2,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,2,2,2,0,0,2,1,2,2,2,1,1,1,1,-0.23,1
74,0,25.0,25.0,0,0,0,1,0,0,87,2,0,2,0,0,0,1,1,1,1,1,1,0,1,2,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,2,2,2,0,0,2,1,2,2,2,1,1,1,1,0.28,1
75,0,25.0,30.0,2,0,0,1,0,0,87,2,0,2,0,0,0,1,0,1,0,1,0,0,1,2,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,2,2,2,0,0,2,1,2,2,2,1,1,1,1,0.05,0
76,0,25.0,27.0,1,0,0,1,0,0,87,2,0,0,0,0,2,2,1,1,1,1,0,0,1,2,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,2,2,2,0,0,2,1,2,2,2,1,1,1,1,0.17,1
77,0,25.0,28.0,1,0,0,1,0,0,87,2,0,2,0,0,0,1,1,1,2,1,2,0,1,2,1,1,0,1,0,1,1,1,1,1,0,2,1,2,0,0,0,2,2,2,0,0,2,1,2,2,2,1,1,1,1,-0.47,1
78,0,25.0,24.0,0,0,0,1,0,0,87,2,0,0,0,0,0,1,2,2,2,1,1,0,1,2,1,1,0,1,0,1,1,1,1,1,1,1,2,1,0,0,0,2,2,2,0,0,2,1,2,2,2,1,1,1,1,-0.21,1
79,0,26.0,27.0,0,4,0,0,0,0,87,2,1,1,1,0,0,1,1,1,1,1,0,1,0,1,2,0,0,1,1,2,1,1,1,2,2,1,1,1,0,0,0,1,1,1,0,0,2,1,1,2,2,2,2,1,0,0.19,0
80,0,26.0,22.0,2,4,0,0,0,0,87,2,0,0,2,0,0,1,1,2,1,1,0,1,0,1,2,0,0,1,1,2,1,1,2,2,2,2,2,2,0,0,0,1,1,1,0,0,2,1,1,2,2,2,2,1,0,0.03,1
81,0,26.0,22.0,2,4,3,0,0,0,87,1,1,1,1,0,0,2,2,2,2,2,2,1,0,1,2,0,0,1,1,2,1,1,0,2,2,1,1,1,0,0,0,1,1,1,0,0,2,1,1,2,2,2,2,1,0,0.68,1
82,0,26.0,23.0,1,4,0,0,0,0,87,2,0,0,2,0,0,1,1,1,1,1,1,1,0,1,2,0,0,1,1,2,1,1,2,2,1,1,1,1,0,0,0,1,1,1,0,0,2,1,1,2,2,2,2,1,0,-0.26,1
83,0,26.0,24.0,1,4,1,0,0,0,87,2,0,1,0,0,1,1,2,1,2,1,1,1,0,1,2,0,0,1,1,2,1,1,0,2,1,1,0,0,0,0,0,1,1,1,0,0,2,1,1,2,2,2,2,1,0,-0.01,1
84,0,26.0,25.0,0,4,0,0,0,0,87,2,0,2,0,0,0,1,1,1,1,1,1,1,0,1,2,0,0,1,1,2,1,1,1,2,2,1,1,0,0,0,0,1,1,1,0,0,2,1,1,2,2,2,2,1,0,0.42,1
85,0,26.0,30.0,2,4,0,0,0,0,87,2,0,2,0,0,0,1,1,1,1,1,0,1,0,1,2,0,0,1,1,2,1,1,1,1,2,1,1,1,0,0,0,1,1,1,0,0,2,1,1,2,2,2,2,1,0,0.21,1
86,0,26.0,27.0,0,4,0,0,0,0,87,2,0,0,0,0,2,1,1,1,1,1,0,1,0,1,2,0,0,1,1,2,1,1,1,1,1,1,2,1,0,0,0,1,1,1,0,0,2,1,1,2,2,2,2,1,0,0.1,0
87,0,26.0,28.0,1,4,0,0,0,0,87,2,0,2,0,0,0,1,1,1,1,1,1,1,0,1,2,0,0,1,1,2,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,2,1,1,2,2,2,2,1,0,-0.35,1
88,0,26.0,24.0,1,4,0,0,0,0,87,2,0,0,0,0,0,0,1,1,1,1,1,1,0,1,2,0,0,1,1,2,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,2,1,1,2,2,2,2,1,0,-0.23,0
89,0,26.0,27.0,0,0,0,1,1,1,179,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,2,0,0,1,1,2,1,2,1,2,2,1,1,0,2,2,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0.3,0
90,0,26.0,22.0,2,0,0,1,1,1,179,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,2,0,0,0,0,0,0,2,2,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0.65,0
91,0,26.0,22.0,2,0,3,0,1,1,179,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,2,0,0,1,1,2,1,2,1,2,2,2,1,0,2,2,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,-0.15,1
92,0,26.0,23.0,1,0,0,1,1,1,179,2,0,0,2,0,0,1,1,1,2,1,1,0,0,0,2,0,0,1,1,2,1,2,2,2,2,2,2,0,2,2,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0.17,0
93,0,26.0,24.0,1,0,1,0,1,1,179,2,0,1,0,0,1,1,2,2,1,1,0,0,0,0,2,0,0,1,1,2,1,2,0,1,1,1,1,0,2,2,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0.24,0
94,0,26.0,25.0,0,0,0,1,1,1,179,2,0,2,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,1,1,2,1,2,0,2,1,0,1,0,2,2,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0.15,0
95,0,26.0,30.0,2,0,0,1,1,1,179,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,2,1,2,0,2,1,1,2,0,2,2,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0.41,0
96,0,26.0,27.0,0,0,0,1,1,1,179,2,0,0,0,0,2,1,1,1,1,1,0,0,0,0,2,0,0,1,1,2,1,2,0,1,1,0,0,0,2,2,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0.07,0
97,0,26.0,28.0,1,0,0,1,1,1,179,2,0,2,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0.49,1
98,0,26.0,24.0,1,0,0,1,1,1,179,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0.08,0
99,1,27.0,21.0,2,0,3,0,2,1,11,0,1,1,0,0,0,1,2,1,1,1,0,2,1,1,1,0,0,1,2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,2,0,0,1,1,1,0,0,0.14,0
100,1,27.0,24.0,1,0,0,1,2,1,11,2,0,2,1,0,0,0,1,1,0,1,0,2,1,1,1,0,0,1,2,1,1,0,1,1,1,2,1,0,1,1,0,1,1,0,0,0,0,2,0,0,1,1,1,0,0,0.29,0
101,1,27.0,25.0,1,0,0,1,2,1,11,2,0,2,0,0,0,1,2,2,1,1,2,2,1,1,1,0,0,1,2,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,2,0,0,1,1,1,0,0,-0.24,0
102,1,27.0,23.0,2,0,0,1,2,1,11,1,1,1,1,0,0,0,2,1,0,1,1,2,1,1,1,0,0,1,2,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,2,0,0,1,1,1,0,0,-0.18,0
103,1,27.0,21.0,2,0,0,1,2,1,11,1,0,2,2,0,0,0,1,1,0,0,0,2,1,1,1,0,0,1,2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,2,0,0,1,1,1,0,0,-0.43,0
104,1,27.0,23.0,2,0,3,0,2,1,11,0,2,1,2,0,0,1,2,1,1,1,1,2,1,1,1,0,0,1,2,1,1,0,1,2,1,2,1,0,1,1,0,1,1,0,0,0,0,2,0,0,1,1,1,0,0,0.33,0
105,1,27.0,22.0,2,0,3,0,2,1,11,0,0,2,1,0,0,0,1,1,0,1,0,2,1,1,1,0,0,1,2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,2,0,0,1,1,1,0,0,0.19,0
